"ID"	"EGLM_7b_t00_comp_Completion"	"EGLM_7b_t00_comp_Antecedens"	"EGLM_7b_t02_comp_Completion"	"EGLM_7b_t02_comp_Antecedens"	"EGLM_7b_t05_comp_Completion"	"EGLM_7b_t05_comp_Antecedens"	"EMG_70b_t00_comp_Completion"	"EMG_70b_t00_comp_Antecedens"	"EMG_70b_t05_comp_Completion"	"EMG_70b_t05_comp_Antecedens"	"GPT4_t05_comp_Completion"	"GPT4_t05_comp_Antecedens"	"SKLM_7b_t00_comp_Completion"	"SKLM_7b_t00_comp_Antecedens"	"SKLM_7b_t02_comp_Completion"	"SKLM_7b_t02_comp_Antecedens"	"SKLM_7b_t05_comp_Completion"	"SKLM_7b_t05_comp_Antecedens"
"47"	"ID_100047"	"Dieser ist für seine Reden bekannt."	"Politiker"	"Dieser ist für seine Reden bekannt."	"Politiker"	"Ein Mann mit grauem Haar und buschigen Augenbrauen."	"Politiker"	"Den Politiker will der Künstler zeichnen. Dieser ist ein bekannter Politiker."	"Politiker"	"Den Politiker will der Künstler zeichnen. Dieser ist"	"Politiker"	"Dieser ist bekannt für seine charismatische Ausstrahlung."	"Politiker"	"Dieser ist bekannt für seine kontroversen Aussagen."	"Künstler"	"Dieser ist bekannt für seine kontroversen Aussagen."	"Künstler"	"Der Künstler hat ihn schon einmal porträtiert."	"Künstler"
"48"	"ID_100048"	"Dieser ist für seine Reden bekannt."	"Politiker"	"Dieser ist für seine Reden bekannt."	"Politiker"	"Dieser ist sehr redselig und kann nicht still sitzen."	"Politiker"	"Den Politiker will der Künstler zeichnen. Dieser ist ein bekannter Politiker."	"Politiker"	"Den Politiker will der Künstler zeichnen. Dieser ist ein Meister seines Fachs."	"Künstler"	"Dieser ist für seine charismatische Ausstrahlung bekannt."	"Politiker"	"Dieser ist bekannt für seine kontroversen Aussagen."	"Künstler"	"Dieser ist bekannt für seine kontroversen Äußerungen."	"Politiker"	"Dieser ist ein bekannter Politiker."	"Politiker"
"49"	"ID_100049"	"Dieser ist von einem Fahrradfahrer angegriffen worden."	"Auf \"Passanten\""	"Dieser ist vor wenigen Minuten in einen Hinterhalt geraten."	"Auf \"Ordnungshüter\""	"von einem Hund gebissen worden."	"Auf \"Passanten\""	"Er ist Zeuge eines Verbrechens geworden."	"Auf \"Passant\""	"Er ist mit einem Radfahrer zusammengeprallt."	"Auf \"Passant\""	"Dieser ist Zeuge eines Diebstahls geworden."	"Passant"	"Dieser ist auf dem Fahrrad gefahren."	"Auf \"Passant\""	"Dieser ist auf dem Fahrrad gefahren."	"Auf \"Passant\""	"Der Passant soll den Ordnungshüter informieren. Dieser ist"	"Auf \"Ordnungshüter\""
"50"	"ID_100050"	"Dieser ist von einem Fahrradfahrer angegriffen worden."	"Passanten"	"Dieser ist von einem Auto angefahren worden."	"Passanten"	"Dieser ist auf der Straße herumgelaufen und hat etwas gesehen."	"Ordnungshüter"	"Er ist Zeuge eines Verbrechens geworden."	"Passant"	"Den Ordnungshüter soll der Passant informieren. Dieser ist auf dem Nachhauseweg."	"Passant"	"Dieser ist gerade Zeuge eines Einbruchs geworden."	"Passant"	"Dieser ist auf dem Fahrrad gefahren."	"Passant"	"Dieser ist in eine Krawalle verwickelt."	"Passant"	"Der Passant soll den Ordnungshüter informieren. Dieser ist"	"Passant"
"51"	"ID_100051"	"Dieser ist von einem Fahrradfahrer angegriffen worden."	"Passanten"	"Dieser ist von einem Fahrradfahrer angegriffen worden."	"Passanten"	"Dieser ist von einem Dieb überfallen worden."	"Passant"	"Er ist Zeuge eines Verbrechens geworden."	"Passant"	"Er ist Zeuge eines Verbrechens geworden."	"Passant"	"Dieser ist Zeuge eines Diebstahls geworden."	"Passant"	"Dieser ist auf dem Fahrrad gefahren."	"Passant"	"Dieser ist auf dem Fahrrad gefahren."	"Passant"	"Der Passant soll den Ordnungshüter informieren. Dieser ist"	"Ordnungshüter"
"52"	"ID_100052"	"Dieser ist von einem Fahrradfahrer angegriffen worden."	"Passanten"	"Dieser ist vor kurzem in einen Unfall verwickelt worden."	"Ordnungshüter"	"Dieser ist in die falsche Richtung gelaufen."	"Ordnungshüter"	"Er ist Zeuge eines Verbrechens geworden."	"Passant"	""	""	"Dieser ist gerade Zeuge eines Einbruchs geworden."	"Passant"	"Dieser ist auf dem Fahrrad gefahren."	"Passant"	"Dieser ist für die Verstöße verantwortlich."	"Passant"	"Der Passant soll den Ordnungshüter darauf aufmerksam machen, dass jemand das Auto gestohlen hat."	"Passant"
"53"	"ID_100053"	"Dieser ist von einem Fahrradfahrer angegriffen worden."	"Passanten"	"Dieser ist von einem Fahrrad gestürzt."	"Passanten"	"dieser ist von einem Räuber überfallen worden."	"Passant"	"Er ist Zeuge eines Verbrechens geworden."	"Passant"	"Er ist in eine Auseinandersetzung verwickelt."	"Passant"	"Dieser ist Zeuge eines Diebstahls geworden."	"Passant"	"Dieser ist auf dem Fahrrad gefahren."	"Passant"	"Dieser ist auf dem Fahrrad gefahren."	"Passant"	"Der Passant soll den Ordnungshüter informieren. Dieser ist"	"Passant"
"54"	"ID_100054"	"Dieser ist von einem Fahrradfahrer angegriffen worden."	"Passanten"	"Dieser ist von einem Fahrrad gestürzt."	"Passanten"	"Dieser ist versehentlich ein Auto angefahren worden."	"Passanten"	"Er ist Zeuge eines Verbrechens geworden."	"Passant"	"Er ist Zeuge eines Verbrechens geworden."	"Passant"	"Dieser ist gerade Zeuge eines Einbruchs geworden."	"Passant"	"Dieser ist auf dem Fahrrad gefahren."	"Passant"	"Der Passant soll den Ordnungshüter informieren. Dieser ist"	"Passant"	"Dieser ist gestohlen worden."	"Passant"
"55"	"ID_100055"	"Dieser ist in das Geschäft eingebrochen."	"Auf \"Verkäufer\""	"Dieser ist in das Geschäft eingebrochen."	"Auf \"Verkäufer\""	"dieser ist in das Geschäft eingebrochen."	"Auf \"Dieb\""	"Den Dieb soll der Verkäufer anzeigen. Dieser ist in einem Geschäft erwischt worden."	"Auf \"Dieb\""	"Den Dieb soll der Verkäufer anzeigen. Dieser ist aus dem Laden gekommen."	"Auf \"Dieb\""	"Dieser ist aus dem Laden geflüchtet, bevor die Polizei eintraf."	"Dieb"	"Dieser ist mit dem Diebstahl in Verbindung gebracht worden."	"Auf \"Dieb\""	"Dieser ist mit dem Diebstahl beauftragt worden."	"Auf \"Dieb\""	"Dieser ist in dem Laden gestohlen worden."	"Auf \"Dieb\""
"56"	"ID_100056"	"Dieser ist in das Geschäft eingebrochen."	"Verkäufer"	"Dieser ist in das Geschäft eingebrochen."	"Verkäufer"	"Dieser ist in das Geschäft eingebrochen."	"Dieb"	"Den Dieb soll der Verkäufer anzeigen. Dieser ist in einem Geschäft erwischt worden."	"Dieb"	"Den Dieb soll der Verkäufer anzeigen. Dieser ist von einem Auto angefahren worden."	"Dieb"	"Dieser ist jedoch verschwunden, bevor die Polizei eintraf."	"Dieb"	"Dieser ist mit dem Diebstahl in Verbindung gebracht worden."	"Dieb"	"Dieser ist in der Lage, den Dieb zu identifizieren."	"Verkäufer"	"Dieser ist wegen Diebstahl vor Gericht gebracht worden."	"Dieb"
"57"	"ID_100057"	"Dieser ist in das Geschäft eingebrochen."	"Verkäufer"	"Dieser ist in das Geschäft eingebrochen."	"Verkäufer"	"Dieser ist in das Geschäft eingebrochen."	"Verkäufer"	"Den Dieb soll der Verkäufer anzeigen. Dieser ist in einem Geschäft erwischt worden."	"Dieb"	"Den Dieb soll der Verkäufer anzeigen. Dieser ist gestern im Geschäft erwischt worden."	"Dieb"	"Dieser ist jedoch verschwunden, bevor die Polizei eintraf."	"Dieb"	"Dieser ist mit dem Diebstahl in Verbindung gebracht worden."	"Dieb"	"Dieser ist mit dem Diebstahl in Verbindung gebracht worden."	"Dieb"	"Dieser ist auf dem Laufsteg gesehen worden."	"Dieb"
"58"	"ID_100058"	"Dieser ist in das Geschäft eingebrochen."	"Verkäufer"	"Dieser ist in das Geschäft eingebrochen."	"Verkäufer"	"Dieser ist in ein Geschäft eingebrochen."	"Verkäufer"	"Den Dieb soll der Verkäufer anzeigen. Dieser ist in einem Geschäft erwischt worden."	"Dieb"	"Ein Fremder"	"Dieb"	"Dieser ist jedoch verschwunden, bevor die Polizei eintraf."	"Dieb"	"Dieser ist mit dem Diebstahl in Verbindung gebracht worden."	"Dieb"	"Dieser ist schon lange nicht mehr in der Stadt."	"Dieb"	"Dieser ist mit dem gestohlenen Gegenstand beauftragt worden."	"Dieb"
"59"	"ID_100059"	"Dieser ist in das Geschäft eingebrochen."	"Verkäufer"	"Dieser ist in das Geschäft eingebrochen."	"Verkäufer"	"Dieser ist in das Geschäft eingebrochen."	"Verkäufer"	"Den Dieb soll der Verkäufer anzeigen. Dieser ist in einem Geschäft erwischt worden."	"Dieb"	"Den Dieb soll der Verkäufer anzeigen. Dieser ist eingefangen worden."	"Dieb"	"Dieser ist jedoch verschwunden, bevor die Polizei eintraf."	"Dieb"	"Dieser ist mit dem Diebstahl in Verbindung gebracht worden."	"Dieb"	"Dieser ist mit dem Diebstahl in Verbindung gebracht worden."	"Dieb"	"Dieser ist derjenige, der den Dieb gesehen hat."	"Dieb"
"60"	"ID_100060"	"Dieser ist in das Geschäft eingebrochen."	"Verkäufer"	"Dieser ist in das Geschäft eingebrochen."	"Verkäufer"	"Dieser ist beim Betrügen erwischt worden."	"Verkäufer"	"Den Dieb soll der Verkäufer anzeigen. Dieser ist in einem Geschäft erwischt worden."	"Dieb"	"Den Dieb soll der Verkäufer anzeigen. Dieser ist von der Polizei verhaftet worden."	"Dieb"	"Dieser ist jedoch verschwunden, bevor die Polizei eintraf."	"Dieb"	"Dieser ist mit dem Diebstahl in Verbindung gebracht worden."	"Dieb"	"Dieser ist wegen Diebstahl angeklagt."	"Dieb"	"Dieser ist unschuldig."	"Dieb"
"61"	"ID_100061"	"Dieser ist in seinem Zimmer eingeschlafen."	"Auf \"Reiseleiter\""	"Dieser ist eingeschlafen."	"Auf \"Reiseleiter\""	"Dieser ist in seinem Zimmer eingeschlafen."	"Auf \"Reiseleiter\""	"Er ist eingeschlafen."	"Auf \"Reiseleiter\""	"Er ist eingeschlafen."	"Auf \"Reiseleiter\""	"Dieser ist in seinem Sitz eingeschlafen."	"Reiseleiter"	"Dieser ist in einem Tiefschlaf gefallen."	"Auf \"Busfahrer\""	"Dieser ist in einem Tiefschlaf gefallen."	"Auf \"Busfahrer\""	"Dieser ist in einem Tiefschlaf eingebettet."	"Auf \"Busfahrer\""
"62"	"ID_100062"	"Dieser ist in seinem Zimmer eingeschlafen."	"Reiseleiter"	"Dieser ist in seinem Büro eingeschlafen."	"Reiseleiter"	"Dieser ist vor dem Hotel eingeschlafen."	"Reiseleiter"	"Er ist eingeschlafen."	"Reiseleiter"	"Er ist eingeschlafen."	"Reiseleiter"	"Dieser ist am Steuer eingeschlafen."	"Busfahrer"	"Dieser ist in einem Tiefschlaf gefallen."	"Busfahrer"	"Dieser ist in einem Tiefschlaf eingebettet."	"Reiseleiter"	"Dieser ist schlafend."	"Busfahrer"
"63"	"ID_100063"	"Dieser ist in seinem Zimmer eingeschlafen."	"Reiseleiter"	"Dieser ist in seinem Zimmer eingeschlafen."	"Reiseleiter"	"Dieser ist in seinem Büro eingeschlafen."	"Reiseleiter"	"Er ist eingeschlafen."	"Reiseleiter"	"Er ist eingeschlafen."	"Reiseleiter"	"Dieser ist am Steuer eingeschlafen."	"Reiseleiter"	"Dieser ist in einem Tiefschlaf gefallen."	"Busfahrer"	"Dieser ist in einem Tiefschlaf."	"Reiseleiter"	"Dieser ist schlafend."	"Reiseleiter"
"64"	"ID_100064"	"Dieser ist in seinem Zimmer eingeschlafen."	"Reiseleiter"	"Dieser ist eingeschlafen."	"Reiseleiter"	"Dieser ist von seinem Wecker aufgeweckt worden."	"Reiseleiter"	"Er ist eingeschlafen."	"Reiseleiter"	""	""	"Dieser ist in seinem Sitz eingeschlafen."	"Reiseleiter"	"Dieser ist in einem Tiefschlaf gefallen."	"Busfahrer"	"Dieser ist schlafend."	"Reiseleiter"	"Dieser ist in einem Traum gefangen."	"Busfahrer"
"65"	"ID_100065"	"Dieser ist in seinem Zimmer eingeschlafen."	"Reiseleiter"	"Dieser ist in seinem Zimmer eingeschlafen."	"Reiseleiter"	"Dieser ist eingeschlafen."	"Reiseleiter"	"Er ist eingeschlafen."	"Reiseleiter"	"Er ist eingeschlafen."	"Reiseleiter"	"Dieser ist am Steuer eingeschlafen."	"Busfahrer"	"Dieser ist in einem Tiefschlaf gefallen."	"Busfahrer"	"Dieser ist in einem Tiefschlaf gefallen."	"Busfahrer"	"Dieser ist schlafend."	"Reiseleiter"
"66"	"ID_100066"	"Dieser ist in seinem Zimmer eingeschlafen."	"Reiseleiter"	"Dieser ist in seinem Zimmer eingeschlafen."	"Reiseleiter"	"Dieser ist morgens beim Frühstück eingeschlafen."	"Reiseleiter"	"Er ist eingeschlafen."	"Reiseleiter"	"Er ist eingeschlafen."	"Reiseleiter"	"Dieser ist am Steuer eingeschlafen."	"Reiseleiter"	"Dieser ist in einem Tiefschlaf gefallen."	"Busfahrer"	"Dieser ist schlafend."	"Busfahrer"	"Dieser ist seit Stunden schlafend."	"Busfahrer"
"67"	"ID_100067"	"Dieser ist wegen Mordes angeklagt."	"Auf \"Angeklagten\""	"Dieser ist wegen Mordes angeklagt."	"Auf \"Angeklagten\""	"dieser ist vor Gericht gestellt worden."	"Auf \"Angeklagten\""	"Den Angeklagten will der Anwalt kontrollieren. Dieser ist von einem Auto angefahren worden."	"Auf \"Angeklagten\""	"Den Angeklagten will der Anwalt kontrollieren. Dieser ist nicht bereit für das Verhör."	"Auf \"Angeklagten\""	"Dieser ist nervös und zappelt ständig mit den Fingern."	"Angeklagten"	"Dieser ist wegen Mordes angeklagt."	"Auf \"Angeklagten\""	"Dieser ist wegen Mordes angeklagt."	"Auf \"Angeklagten\""	"Dieser ist in einer schwierigen Situation."	"Auf \"Angeklagten\""
"68"	"ID_100068"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist vor Gericht gestellt worden."	"Angeklagten"	"Den Angeklagten will der Anwalt kontrollieren. Dieser ist von einem Auto angefahren worden."	"Angeklagten"	"Er ist unschuldig."	"Angeklagten"	"Dieser ist nervös und zappelt auf seinem Stuhl."	"Angeklagten"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist von einer Gruppe von Zeugen beschuldigt worden."	"Angeklagten"	"Dieser ist für den Fall der Verurteilung verantwortlich."	"Anwalt"
"69"	"ID_100069"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Den Angeklagten will der Anwalt kontrollieren. Dieser ist von einem Auto angefahren worden."	"Angeklagten"	"Den Angeklagten will der Anwalt kontrollieren. Dieser ist in einem Mordfall angeklagt."	"Angeklagten"	"Dieser ist nervös und zappelt mit den Händen."	"Angeklagten"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist aufgrund von Beweismängeln freigesprochen worden."	"Angeklagten"
"70"	"ID_100070"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist in seiner Verteidigung überraschend selbstbewusst aufgetreten."	"Angeklagten"	"Den Angeklagten will der Anwalt kontrollieren. Dieser ist von einem Auto angefahren worden."	"Angeklagten"	"Unter Drogen."	"Angeklagten"	"Dieser ist nervös und schaut immer wieder zur Tür."	"Angeklagten"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist aufgrund von Beweisenspuren schuldig."	"Angeklagten"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"
"71"	"ID_100071"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Den Angeklagten will der Anwalt kontrollieren. Dieser ist von einem Auto angefahren worden."	"Angeklagten"	"Er ist in einen Betrugsfall verwickelt."	"Angeklagten"	"Dieser ist nervös und zappelt ständig auf seinem Stuhl."	"Angeklagten"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist in der Verantwortung des Anwalts."	"Angeklagten"	"Dieser ist verdächtig."	"Angeklagten"
"72"	"ID_100072"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist des schweren Diebstahls angeklagt."	"Angeklagten"	"Den Angeklagten will der Anwalt kontrollieren. Dieser ist von einem Auto angefahren worden."	"Angeklagten"	"Den Angeklagten will der Anwalt kontrollieren. Dieser ist von einer Jury verurteilt worden."	"Angeklagten"	"Dieser ist nervös und zappelt ununterbrochen auf seinem Stuhl."	"Angeklagten"	"Dieser ist wegen Mordes angeklagt."	"Angeklagten"	"Dieser ist verdächtig."	"Angeklagten"	"Dieser ist unschuldig."	"Angeklagten"
"73"	"ID_100073"	"Er ist von einem Auto angefahren worden."	"Auf \"Kranken\""	"Er ist von einem Auto angefahren worden."	"Auf \"Kranken\""	"Von einem Löwen angegriffen worden."	"Auf \"Kranken\""	"Er ist krank."	"Auf \"Kranken\""	"Er ist ein guter Mensch."	"Auf \"Samariter\""	"Er ist schwer krank und benötigt dringend Hilfe."	"Kranken"	"Er ist von einem Unfall betroffen."	"Auf \"Kranken\""	"Er ist von einem Unfall verletzt worden."	"Auf \"Kranken\""	"Er ist von einem Sturz verletzt worden."	"Auf \"Kranken\""
"74"	"ID_100074"	"Er ist von einem Auto angefahren worden."	"Kranken"	"Er ist von einem Auto angefahren worden."	"Kranken"	"Er ist von einem Löwen angegriffen worden."	"Kranken"	"Er ist krank."	"Kranken"	"Er ist krank."	"Kranken"	"Er ist durch die Straßen Jerusalems gegangen und hat ihn halbtot liegen sehen."	"Samariter"	"Er ist von einem Unfall betroffen."	"Kranken"	"Er ist von einem Unfall betroffen."	"Kranken"	"Er ist von einem Sturz verletzt worden."	"Kranken"
"75"	"ID_100075"	"Er ist von einem Auto angefahren worden."	"Kranken"	"Er ist von einem Auto angefahren worden."	"Kranken"	"Er ist von einem Auto angefahren worden."	"Kranken"	"Er ist krank."	"Kranken"	"Er ist krank."	"Kranken"	"Er ist durch die Straßen Jerusalems gegangen und hat ihn halbtot am Wegesrand liegen sehen."	"Samariter"	"Er ist von einem Unfall betroffen."	"Kranken"	"Er ist von einem Unfall betroffen."	"Kranken"	"Er ist von einem Unfall verletzt worden."	"Kranken"
"76"	"ID_100076"	"Er ist von einem Auto angefahren worden."	"Kranken"	"Er ist von einem Auto angefahren worden."	"Kranken"	"Er ist in der Wüste von einem Löwen angegriffen worden."	"Kranken"	"Er ist krank."	"Kranken"	"Er ist von einer Krankheit befallen."	"Kranken"	"Er ist durch seine Mitmenschlichkeit und Hilfsbereitschaft bekannt."	"Samariter"	"Er ist von einem Unfall betroffen."	"Kranken"	"Er ist von einem Unfall verletzt worden."	"Kranken"	"Er ist von einem Bären angefallen worden."	"Kranken"
"77"	"ID_100077"	"Er ist von einem Auto angefahren worden."	"Kranken"	"Er ist von einem Löwen angegriffen worden."	"Kranken"	"von einem Wolf gebissen worden."	"Kranken"	"Er ist krank."	"Kranken"	"Er ist von einem Auto angefahren worden."	"Kranken"	"Er ist durch die Wüste gewandert und von der Hitze erschöpft."	"Samariter"	"Er ist von einem Unfall betroffen."	"Kranken"	"Er ist von einem Unfall betroffen."	"Kranken"	"Er ist von einem Sturz verletzt worden."	"Kranken"
"78"	"ID_100078"	"Er ist von einem Auto angefahren worden."	"Kranken"	"Er ist von einem Auto angefahren worden."	"Kranken"	"Er ist beim Kampf verletzt worden."	"Kranken"	"Er ist krank."	"Kranken"	"Er ist krank."	"Kranken"	"Er ist durch die Hitze des Tages erschöpft und dehydriert."	"Samariter"	"Er ist von einem Unfall betroffen."	"Kranken"	"Er ist von einem Sturz verletzt worden."	"Kranken"	"Er ist auf dem Boden liegen."	"Kranken"
"79"	"ID_100079"	"Er ist mit hoher Geschwindigkeit unterwegs."	"Auf \"Fahrer\""	"Er ist mit hoher Geschwindigkeit unterwegs."	"Auf \"Anfänger\""	"Er ist mit hoher Geschwindigkeit unterwegs."	"Auf \"Fahrer\""	"Er ist auf der falschen Spur."	"Auf \"Fahrer\""	"Er ist nicht aufmerksam."	"Auf \"Fahrer\""	"Er ist deutlich langsamer und wirkt unsicher am Steuer."	"Anfänger"	"Er ist zu schnell."	"Auf \"Anfänger\""	"Er ist zu schnell."	"Auf \"Anfänger\""	"Er ist zu schnell."	"Auf \"Anfänger\""
"80"	"ID_100080"	"Er ist mit hoher Geschwindigkeit unterwegs."	"Fahrer"	"Er ist mit hoher Geschwindigkeit unterwegs."	"Anfänger"	"Er ist auf der linken Spur."	"Anfänger"	"Er ist auf der falschen Spur."	"Fahrer"	"Er ist zu schnell."	"Fahrer"	"Er ist langsamer als der Fahrer und blockiert die linke Spur."	"Anfänger"	"Er ist zu schnell."	"Anfänger"	"Er ist zu schnell."	"Anfänger"	"Er ist nicht bereit, den Anfänger zu überholen."	"Fahrer"
"81"	"ID_100081"	"Er ist mit hoher Geschwindigkeit unterwegs."	"Fahrer"	"Er ist mit hoher Geschwindigkeit unterwegs."	"Fahrer"	"Er ist mit hoher Geschwindigkeit unterwegs."	"Fahrer"	"Er ist auf der falschen Spur."	"Fahrer"	"Er ist in Eile."	"Fahrer"	"Er ist jedoch zu langsam und das Überholmanöver zieht sich hin."	"Anfänger"	"Er ist zu schnell."	"Anfänger"	"Er ist zu schnell."	"Anfänger"	"Er ist vorsichtig und hält die Geschwindigkeit des Anfängers ein."	"Fahrer"
"82"	"ID_100082"	"Er ist mit hoher Geschwindigkeit unterwegs."	"Fahrer"	"Er ist mit hoher Geschwindigkeit unterwegs."	"Anfänger"	"Er ist zu langsam."	"Anfänger"	"Er ist auf der falschen Spur."	"Fahrer"	"Den Anfänger will der Fahrer überholen. Er ist in einem schnelleren Auto."	"Fahrer"	"Er ist langsamer als erwartet."	"Anfänger"	"Er ist zu schnell."	"Anfänger"	"Er ist schnell und mutig."	"Anfänger"	"Er ist zu schnell für die Straße."	"Fahrer"
"83"	"ID_100083"	"Er ist mit hoher Geschwindigkeit unterwegs."	"Fahrer"	"Er ist mit hoher Geschwindigkeit unterwegs."	"Fahrer"	"Er ist mit hoher Geschwindigkeit unterwegs."	"Anfänger"	"Er ist auf der falschen Spur."	"Fahrer"	"Er ist dem Anfänger zu schnell."	"Fahrer"	"Er ist langsam und unsicher auf der Straße."	"Anfänger"	"Er ist zu schnell."	"Anfänger"	"Er ist zu schnell."	"Anfänger"	"Er ist schnell und wagt es, den Anfänger zu überholen."	"Fahrer"
